zipcode,daily commute time,violent_crime_index,property_crime_index,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,average score,teacher student ratio,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
91040,32,26.9,32.6,"70,830","20,175",37.4,61.7,1.3,7.9,26.7,2.4,54.57,22,73.7,1.44,7.89,55.02,33.97,0.72,0.96
91042,33,37.1,43.2,"57,640","26,767",40.6,57.6,2.7,8.7,26.8,4.2,75.34,24,63.7,0.55,1.39,19.67,77.29,1.11,0
91324,29,32.9,39.9,"58,993","30,101",35.4,36.4,6.2,15.6,39.7,2.1,88.24,27.9,50,4.42,22.6,42.42,26.58,3.36,0.62
91324,29,32.9,39.9,"58,993","30,101",35.4,36.4,6.2,15.6,39.7,2.1,61.52,25.6,62.8,10.27,14.51,47.08,23.19,4.07,0.88
91324,29,32.9,39.9,"58,993","30,101",35.4,36.4,6.2,15.6,39.7,2.1,38.63,17.2,60.5,11.05,9.47,50.53,24.21,4.74,0
91324,29,32.9,39.9,"58,993","30,101",35.4,36.4,6.2,15.6,39.7,2.1,24.44,22.5,86.1,1.48,5.27,87.55,4.43,1.05,0.22
91324,29,32.9,39.9,"58,993","30,101",35.4,36.4,6.2,15.6,39.7,2.1,83.79,24.4,42,5.46,23.21,33.11,30.89,6.83,0.5
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,61.85,24,65.7,4.17,15.97,52.31,24.54,2.55,0.46
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,97.88,27.5,27.8,2.02,33.33,21.77,35.75,6.45,0.68
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,60.62,26,59.7,4.38,9.67,57.3,22.99,5.29,0.37
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,58.72,23.6,69.8,3.74,10.41,65.69,16.75,2.93,0.48
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,56.16,25,71.1,5.32,9.3,63.12,20.27,1.99,0
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,61.75,23.5,72.8,3.21,9.17,69.28,16.54,1.23,0.57
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,21.91,20.4,88.1,3.14,7.84,82.27,5.79,0.48,0.48
91325,31,34.7,41.9,"57,883","34,240",34.9,40.7,7.9,16.6,31,3.8,54.48,26.4,76.3,3.57,10.78,68.75,14.42,1.89,0.59
91326,36,22.3,26.9,"98,831","36,804",43.3,49,3.9,28.6,14.1,4.4,88.87,25.9,24.1,3.21,22.79,29.37,39.97,4.33,0.33
91326,36,22.3,26.9,"98,831","36,804",43.3,49,3.9,28.6,14.1,4.4,89.98,24.5,13.9,2.18,32.24,16.87,42.04,6.67,0
91326,36,22.3,26.9,"98,831","36,804",43.3,49,3.9,28.6,14.1,4.4,78.51,23.1,44.4,4.73,14.61,43.62,31.48,5.56,0
91326,36,22.3,26.9,"98,831","36,804",43.3,49,3.9,28.6,14.1,4.4,96.34,23.8,10.3,3.83,46.43,11.76,33.07,4.72,0.19
91330,16,29.1,35.1,"53,482","3,306",19.8,33.5,13.6,17.4,31.3,4.2,,,,,,,,,
91331,29,43.3,47.3,"51,345","105,696",30.8,4.3,3.2,4.8,87.2,0.5,53.52,23.5,82,0.84,1.74,94.56,2.51,0.14,0.21
91331,29,43.3,47.3,"51,345","105,696",30.8,4.3,3.2,4.8,87.2,0.5,19.45,22.6,81.2,0.68,1.7,94.74,2.38,0.34,0.16
91331,29,43.3,47.3,"51,345","105,696",30.8,4.3,3.2,4.8,87.2,0.5,22.6,29.7,83.9,1.08,0.81,96.24,1.08,0.54,0.25
91331,29,43.3,47.3,"51,345","105,696",30.8,4.3,3.2,4.8,87.2,0.5,29.1,18.2,84.5,0.68,0.68,97.97,0.68,0,0
91331,29,43.3,47.3,"51,345","105,696",30.8,4.3,3.2,4.8,87.2,0.5,41.53,22.5,75.1,0.21,7.8,87.25,3.58,0.53,0.63
91335,31,43,48.5,"51,398","79,687",35.8,30,2.7,11.8,53.3,2.2,37.96,22,80.9,2.15,4.55,84.45,6.94,1.44,0.47
91335,31,43,48.5,"51,398","79,687",35.8,30,2.7,11.8,53.3,2.2,12.44,22.8,86.4,2.19,7.68,80.04,7.46,0.44,2.19
91335,31,43,48.5,"51,398","79,687",35.8,30,2.7,11.8,53.3,2.2,32.19,22.3,82.3,1.56,5.26,80.31,11.31,0.97,0.59
91335,31,43,48.5,"51,398","79,687",35.8,30,2.7,11.8,53.3,2.2,37.9,23,83.9,1.93,6.51,83.61,6.02,1.69,0.24
91335,31,43,48.5,"51,398","79,687",35.8,30,2.7,11.8,53.3,2.2,73.76,27.2,67.3,4.41,17.6,58.88,17.1,1.31,0.7
91335,31,43,48.5,"51,398","79,687",35.8,30,2.7,11.8,53.3,2.2,4.55,9.8,68.1,5.84,7.78,61.48,23.35,1.17,0.38
91303,28,54,59.9,"46,187","30,380",37.4,21.2,3.7,10.8,62.3,2,16.98,24.5,87.4,1.69,1.97,91.57,3.23,1.4,0.14
91303,28,54,59.9,"46,187","30,380",37.4,21.2,3.7,10.8,62.3,2,47.3,21.6,87.6,3.76,4.33,83.95,6.96,0.5,0.5
91303,28,54,59.9,"46,187","30,380",37.4,21.2,3.7,10.8,62.3,2,20.17,23.4,91.4,1.13,4.39,89.35,4.76,0.25,0.12
91303,28,54,59.9,"46,187","30,380",37.4,21.2,3.7,10.8,62.3,2,55.52,23.6,57.5,3.98,0.5,77.11,6.22,11.19,1
91303,28,54,59.9,"46,187","30,380",37.4,21.2,3.7,10.8,62.3,2,41.95,21.5,94.8,0.2,2.82,95.77,1.01,0.2,0
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,69.97,22.2,81.1,3.38,14.86,65.77,12.39,2.93,0.67
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,19.1,21.5,83.6,4.35,7.26,81.42,5.22,1.02,0.73
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,16.02,22.5,80.8,6.07,6.31,74.07,9.58,3.27,0.7
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,51.24,20.7,65.3,8.89,14.23,53.62,18.81,3.68,0.77
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,68.97,23,40.2,4.35,9.21,32.48,43.22,9.97,0.77
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,20.13,21.2,73.3,4.26,10.31,75.11,8.52,1.57,0.23
91304,30,37.5,43.8,"58,361","53,627",36.8,34.6,3.5,15.7,43,3.2,76.96,23.6,21.4,1.79,12.34,20.62,59.9,5.03,0.32
91306,31,34.8,40.9,"60,959","49,551",35.7,25.4,4.9,17.3,49.2,3.2,38.17,23.2,83.7,1.72,7.31,85.81,4.73,0.43,0
91307,32,23.1,27.4,"98,655","27,233",43.8,62.7,2.6,14.4,14.9,5.4,48.36,23.2,68.8,7.42,11.72,57.42,19.92,3.52,0
91307,32,23.1,27.4,"98,655","27,233",43.8,62.7,2.6,14.4,14.9,5.4,60.31,22.2,49.5,9.75,26.75,31,24.75,7.75,0
91307,32,23.1,27.4,"98,655","27,233",43.8,62.7,2.6,14.4,14.9,5.4,91.78,24.5,21.3,3.83,20.33,9.81,61.72,4.31,0
91307,32,23.1,27.4,"98,655","27,233",43.8,62.7,2.6,14.4,14.9,5.4,97.69,26,13.3,2.47,34.61,15.08,41.66,5.81,0.37
91311,32,27.4,31.7,"80,279","40,064",42.8,51.1,3.1,18.9,23.4,3.5,,,,,,,,,
91316,33,32.6,39.8,"62,016","30,888",40.2,71.3,4,6.8,12.4,5.5,89.67,22.9,36.8,6.23,21.5,34.89,31.15,5.92,0.31
91316,33,32.6,39.8,"62,016","30,888",40.2,71.3,4,6.8,12.4,5.5,46.54,22.7,65.1,6.72,6.2,48.58,35.14,2.84,0.52
91316,33,32.6,39.8,"62,016","30,888",40.2,71.3,4,6.8,12.4,5.5,94.59,24.5,24.1,6.03,9.57,16.49,60.46,6.91,0.54
90262,32,55.3,58.4,"42,057","71,306",28.6,2,8.2,0.6,88.8,0.4,,,,,,,,,
90263,0,12.6,40.5,"53,482","1,868",20.4,46.3,3.7,22.2,19.1,8.7,,,,,,,,,
90265,34,20,29.2,"124,814","18,119",49.4,81.8,1.9,4.7,8.1,3.5,84.47,17.6,16.5,3.09,3.61,19.59,67.53,4.12,2.06
90265,34,20,29.2,"124,814","18,119",49.4,81.8,1.9,4.7,8.1,3.5,90.54,18.2,10.4,1.89,2.39,11.35,78.88,4.98,0.51
90266,31,15.3,24.2,"142,071","35,698",42.1,77.6,0.6,9,8.3,4.5,97.13,26.6,4,0.96,21.54,9.42,49.04,19.04,0
90270,31,58.8,62.6,"36,450","27,597",27.5,1.4,0.4,0.1,97.9,0.2,11,23.9,95.8,0.32,0,98.39,0.64,0.32,0.33
90270,31,58.8,62.6,"36,450","27,597",27.5,1.4,0.4,0.1,97.9,0.2,24.31,20.8,84.7,0.37,0.18,95.39,3.51,0.18,0.37
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,57,24,63.5,7.29,7.71,63.75,19.58,0.83,0.84
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,17.49,9.8,75,7.14,1.19,83.33,4.76,2.38,1.2
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,75.3,23.4,52.9,7.06,6.16,56.01,28.53,1.95,0.29
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,81.81,23.9,45.6,4.08,7.24,53.43,31.17,4.08,0
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,54.91,24.1,57.5,6.21,3.82,70.7,17.83,0.96,0.48
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,74.75,23.2,51.8,8,6.7,60.34,22.41,1.96,0.59
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,50.68,20.8,45.8,2.08,4.17,50,37.5,6.25,0
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,22.19,14.1,71.4,4.04,3.03,49.83,13.47,24.92,4.71
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,53.92,23.7,71.5,1.49,17.57,64.6,12.13,3.96,0.25
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,56.36,22.7,67.9,5.24,7.5,72.08,11.87,2.79,0.52
91016,31,32.6,41.5,"72,168","42,013",37.4,39,5.6,12,40.6,2.8,42.07,22,74.4,6.2,7.44,74.59,10.95,0.62,0.2
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,43.13,20,76.3,0.7,1.75,91.97,4.71,0.7,0.17
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,17.28,30.2,91.5,0.12,0.49,98.79,0.12,0.24,0.24
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,11.4,26.4,94.5,0.46,0.23,97.48,1.38,0.23,0.22
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,28.52,25,88.3,1.22,0.91,96.65,0.71,0.3,0.21
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,19.51,26,74.3,0.5,2.23,92.68,2.98,0.99,0.62
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,25.29,31.9,87.7,0.89,1.37,94.69,2.33,0.48,0.24
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,10.51,10.2,79.2,0,0,98.61,1.39,0,0
90640,34,45.1,52.7,"47,436","63,547",36.1,9.4,1,12.5,76,1.1,40.14,25.6,84.8,0.34,1.11,95.99,1.95,0.38,0.23
91754,31,34.3,42.3,"56,767","33,114",41.5,4.3,0.5,58.2,34.3,2.7,,,,,,,,,
91754,31,34.3,42.3,"56,767","33,114",41.5,4.3,0.5,58.2,34.3,2.7,,,,,,,,,
91755,30,35.5,43.6,"52,517","27,942",44.4,3.4,0.4,67.7,26.4,2.1,61.45,25,65.6,0.75,48.38,43.39,3.74,3.49,0.25
91755,30,35.5,43.6,"52,517","27,942",44.4,3.4,0.4,67.7,26.4,2.1,44.81,33,72.2,0.43,10.54,85.22,2.28,1.09,0.44
91755,30,35.5,43.6,"52,517","27,942",44.4,3.4,0.4,67.7,26.4,2.1,88.8,23.9,76.4,0.21,73.07,22.76,2.51,1.25,0.2
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,27.15,27.3,79.2,2.57,2.57,90.07,2.94,1.47,0.38
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,24.77,25.9,93.8,0.3,3.86,94.96,0.59,0.3,0
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,35.05,26.4,86.7,1.31,1.31,93.73,1.57,1.83,0.25
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,22.73,23,83.9,3.54,3.67,87.93,2.62,1.31,0.93
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,54.43,20.8,76.7,0.34,0.68,93.49,4.45,0.68,0.36
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,38.9,25.9,85.9,4.63,4.37,84.83,3.6,1.8,0.77
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,31.91,25.5,88.8,0.21,1.67,96.67,1.04,0.42,0
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,42.89,26,82.5,3.65,3.47,89.96,2.01,0.73,0.18
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,37.82,21.9,76.4,2.01,3.64,90.42,2.23,1.26,0.44
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,19.25,23.4,89,3.66,4.88,87.5,1.22,1.22,1.52
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,63.45,29.4,77.5,3.53,5.04,87.03,3.27,0.76,0.37
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,54.88,25,73.8,2.77,2.77,89.54,3.69,0.62,0.61
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,56.56,21,69.3,2.65,3.65,88.23,4.15,0.83,0.49
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,44.72,26.4,73.7,2.27,4.23,85.95,4.53,2.11,0.91
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,39.32,24.8,81.2,1.95,5.04,88.61,3.42,0.41,0.57
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,19.93,22.7,85,2.58,3.19,90.12,3.19,0.76,0.16
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,28.24,27,88.3,2.39,4.3,87.11,4.3,0.95,0.95
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,46.38,23.7,82,3.42,5.35,87.04,3.52,0.43,0.24
90650,31,33.8,39.2,"60,523","106,404",37.4,11.6,3.9,12.7,70.3,1.5,64.84,24.1,74.3,1.61,2.07,91.49,3.91,0.69,0.23
93550,45,53.4,56.7,"38,502","75,774",27.1,16.3,13.4,2.8,64.9,2.6,14.36,26.4,83.2,14.66,0.57,64.98,16.04,3.09,0.66
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,34.13,27.4,54.2,17.33,5.48,55.11,15.7,5.78,0.6
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,35.69,29.1,59.2,8.89,3.43,63.84,17.78,5.66,0.4
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,23.21,22.5,82.5,17.68,1.89,69.41,9.53,0.5,0.99
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,42.53,27.2,69.3,3.29,0.3,90.12,4.94,0.45,0.9
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,49.11,28.6,42,11.38,6.18,45.52,30.82,6,0.1
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,93.75,26.9,19.2,5.62,6.29,33.82,47.87,6.29,0.11
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,51.3,23.1,61.3,16.29,5.41,60.12,14.03,3.74,0.41
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,69.15,24.7,38.8,12.05,7.45,44.03,31.65,4.27,0.55
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,61.09,26.2,26.7,0,0,22.86,68.57,6.67,1.9
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,39.61,28.5,72.4,14.16,3.07,66.91,12.58,2.11,1.17
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,44.23,23.6,74.2,11.67,2.13,73.02,11.04,1,1.14
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,48.01,28.2,38.4,8.65,3.97,43.69,37.45,5.82,0.42
93551,38,21.8,25.4,"85,200","51,896",37.9,46.7,9.2,7.9,32.1,4.1,19.43,26.9,80,17.9,5.3,64.78,8.6,2.47,0.95
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,23.78,24,75.5,15.35,1.09,76.77,5.43,0.82,0.54
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,20.46,27.2,90.6,14.2,1.56,78.94,3.97,0.6,0.73
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,27.03,27.1,84.8,14.6,0.83,77.19,5.7,0.56,1.12
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,19.21,26,80.4,20.37,1.22,72.8,3.9,0.98,0.73
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,52.07,25.9,75.1,3.58,0.21,92.32,3.05,0.21,0.63
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,25.54,28.1,88.9,13.77,1.42,75.96,6.78,1.42,0.65
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,20.46,26.8,82.4,19.71,1.57,74.02,3.26,1.04,0.4
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,30.29,20.2,79.4,17.42,2.63,74.69,3.51,0.5,1.25
93552,46,36,38.5,"56,738","41,320",27.2,14,15.4,2.4,66.3,1.9,39.22,23,75.2,14.69,1.58,77.31,4,1.98,0.44
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,95.91,25.5,5.4,1.63,19.71,21.82,48.05,7.82,0.97
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,89.69,28.6,2.1,2.41,19.3,12.87,57.1,8.31,0.01
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,91.69,25.7,3.3,2.25,33.74,12.07,42.54,8.79,0.61
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,88.45,24.5,1.8,2.07,16.46,12.26,64.83,4.14,0.24
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,95.45,25.1,2.2,1.64,25.66,7.75,54.04,10.37,0.54
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,95.47,25.1,4.2,3.13,40.68,10.8,40.15,4.86,0.38
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,23.04,12.1,14.5,7.25,4.35,30.43,53.62,2.9,1.45
90274,33,6,10.8,"156,250","25,374",48.8,66.1,2.4,22,5.1,4.4,95.42,25.2,2.4,2.86,23.96,11.65,52.53,8.57,0.43
90723,29,51.5,58.2,"43,784","55,020",29.3,5.5,10.1,2.8,79.9,1.7,,,,,,,,,
91101,29,39.2,56.2,"58,365","20,719",33.6,40.4,8,22.6,25.5,3.5,32.94,27.9,62.4,17.42,12.82,54.5,12.43,2.54,0.29
91101,29,39.2,56.2,"58,365","20,719",33.6,40.4,8,22.6,25.5,3.5,8.92,14.4,63.3,14.98,1.45,79.23,2.9,1.45,0
91103,28,34.6,50.3,"59,099","28,435",36.3,19.9,20,7.6,50.4,2.1,17.75,30.4,80.6,24.73,1.08,70.43,2.69,1.08,0
91103,28,34.6,50.3,"59,099","28,435",36.3,19.9,20,7.6,50.4,2.1,38.1,18,75.9,24.41,1.56,70.01,2.01,1.9,0.11
91103,28,34.6,50.3,"59,099","28,435",36.3,19.9,20,7.6,50.4,2.1,20.36,29.1,79.7,8.25,2.22,85.71,2.54,0.63,0.65
91103,28,34.6,50.3,"59,099","28,435",36.3,19.9,20,7.6,50.4,2.1,23.69,22.3,85.3,12.74,2.09,83.07,1.22,0.52,0.36
91103,28,34.6,50.3,"59,099","28,435",36.3,19.9,20,7.6,50.4,2.1,11.52,31.2,82.9,10.55,0.94,85.5,2.45,0.19,0.37
91104,27,24.6,42.9,"70,811","39,178",37.3,40.1,10.6,7.5,38.9,2.9,58.08,28.5,57.9,7.69,4.98,35.29,48.19,1.36,2.49
91104,27,24.6,42.9,"70,811","39,178",37.3,40.1,10.6,7.5,38.9,2.9,47.36,23.3,77.6,15.59,3.7,68.03,9.55,2.92,0.21
91104,27,24.6,42.9,"70,811","39,178",37.3,40.1,10.6,7.5,38.9,2.9,14.4,42.7,92.1,5.08,1.1,92.49,1.1,0.22,0.01
91104,27,24.6,42.9,"70,811","39,178",37.3,40.1,10.6,7.5,38.9,2.9,63.96,30.5,57.7,9.63,5.86,60.38,19.56,4.27,0.3
91105,30,15.5,32.1,"108,882","11,907",48.6,59.8,5,16.6,15.3,3.3,72.45,27.5,34.4,6.2,4.49,64.74,23.5,0.85,0.22
91106,27,21.5,42,"72,192","25,479",35.2,39.9,4.8,20,30.4,4.9,47.33,24.4,59.6,13.43,8.65,64.4,11.22,1.84,0.46
91106,27,21.5,42,"72,192","25,479",35.2,39.9,4.8,20,30.4,4.9,20.57,24,86.1,5.54,3.27,86.65,4.28,0.25,0.01
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,18.6,19.3,61.9,5.95,2.98,69.64,17.26,3.57,0.6
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,70.99,30.1,38.9,12.06,8.36,40.03,33.6,5.63,0.32
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,76.74,32.3,24.4,8.22,40.08,18.64,12.83,19.64,0.59
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,81.9,27.8,47,9.87,16.39,44.48,24.25,4.18,0.83
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,10.04,23,88.4,12.81,0.83,84.71,0.83,0.83,0
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,59.05,24.5,63.3,22.4,7.24,47.74,16.52,4.98,1.12
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,23.32,15.7,72.5,7.23,2.83,45.72,17.28,19.8,7.14
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,18.79,21,84.7,14.15,1.21,54.39,9.07,15.75,5.43
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,59.4,26.5,58.9,11.82,5.8,60.33,17.05,4.56,0.44
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,58.58,24.6,68.7,7.53,7.02,73.91,9.7,1.34,0.5
91107,29,16.5,34.1,"84,761","32,199",41.6,46.4,6.4,21.2,22.8,3.2,22.97,27.3,75.2,13.81,5.41,68.1,10.26,2.43,0
93553,0,32.7,39.2,"48,063","1,893",50.5,71.7,4,0,21.7,2.6,,,,,,,,,
90660,31,37.2,41.8,"56,607","63,694",34.7,4.8,0.8,2.6,90.9,0.9,,,,,,,,,
91371,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,26.11,25.4,94.3,3.82,2.47,90.89,1.8,0.34,0.68
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,36.4,24.3,64.6,4.93,8.58,77.19,5.47,2.37,1.46
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,69.91,24.6,57.6,8.56,13.7,63.58,11.92,1.65,0.59
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,32.46,19.7,90.7,1.2,2.53,94.94,0.84,0.24,0.25
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,38.95,22.5,87.4,2.73,2.89,92.39,1.61,0.11,0.27
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,50.63,21.7,93.7,2.06,2.06,94.14,1.27,0.32,0.15
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,14.06,24.9,96.7,1.67,1.17,95.33,1.34,0.5,0
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,27.72,23,95.8,1.44,2.53,90.07,3.61,1.26,1.09
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,30.57,27.1,94.3,2.19,1.91,91.8,3.42,0.27,0.41
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,72.99,24.6,41.6,7.68,14.71,63.97,8.74,4.69,0.21
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,33.86,24.1,94.8,1.79,2.17,95.03,0.64,0.26,0.11
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,32.73,23.6,93.7,3.13,3.55,91.66,1.04,0.31,0.31
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,20.62,26.1,97.1,0.8,0.8,97.29,0.8,0.32,0
91766,31,45.3,50.6,"48,896","72,787",29.2,9.8,5.3,11.4,71.8,1.7,36.73,25.5,90.8,3.92,0.84,89.92,5.04,0.28,0
91767,30,46.5,52.1,"49,206","49,492",31.9,16.5,9,7,66.1,1.4,26.54,23.1,89,1.33,1,91.69,4.98,0.66,0.34
